State,District,Year,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
,,2017 - 2018,,,,,,,439,"16,041.00",36.54,,,,,,
,,2018 - 2019,,,,,,,395,"14,870.00",37.65,,,,,,
,,2019 - 2020,,,,,,,395,"12,047.00",30.5,,,,,,
,,2020 - 2021,,,,,,,365,"11,243.00",30.8,,,,,,
,,2021 - 2022,,,,,,,245,"7,969.00",32.53,,,,,,
,,2022 - 2023,,,,,,,393,"9,655.00",24.57,,,,,,
,2. Champhai,2013 - 2014,,,,,,,141,"1,781.00",12.63,,,,,,
,,2014 - 2015,,,,,,,179,"2,362.00",13.2,,,,,,
,,2015 - 2016,,,,,,,182,"5,055.00",27.77,,,,,,
,,2016 - 2017,,,,,,,181,"2,730.00",15.08,,,,,,
,,2017 - 2018,,,,,,,173.1,861.9,4.98,,,,,,
,,2018 - 2019,,,,,,,106,740,6.98,,,,,,
,,2019 - 2020,,,,,,,97,"3,137.00",32.34,,,,,,
,,2020 - 2021,,,,,,,59,"1,897.00",32.15,,,,,,
,,2021 - 2022,,,,,,,74,"1,072.00",14.49,,,,,,
,,2022 - 2023,,,,,,,61,"2,440.00",40,,,,,,
,3. Hnahthial,2020 - 2021,,,,,,,29,158,5.45,,,,,,
,,2021 - 2022,,,,,,,13,190,14.62,,,,,,
,,2022 - 2023,,,,,,,38,167,4.39,,,,,,
,4. Khawzawl,2020 - 2021,,,,,,,26,360,13.85,,,,,,
,,2021 - 2022,,,,,,,3,45,15,,,,,,
,,2022 - 2023,,,,,,,24,360,15,,,,,,
,5. Kolasib,2013 - 2014,,,,,,,181,"2,763.00",15.27,,,,,,
,,2014 - 2015,,,,,,,183,"4,575.00",25,,,,,,
,,2015 - 2016,,,,,,,189,"4,982.00",26.36,,,,,,
,,2016 - 2017,,,,,,,192,"5,065.00",26.38,,,,,,
,,2017 - 2018,,,,,,,198,"5,224.00",26.38,,,,,,
,,2018 - 2019,,,,,,,198,"5,375.00",27.15,,,,,,
,,2019 - 2020,,,,,,,199,"5,973.00",30.02,,,,,,
,,2020 - 2021,,,,,,,175,"5,293.00",30.25,,,,,,
,,2021 - 2022,,,,,,,146,"4,415.00",30.24,,,,,,
,,2022 - 2023,,,,,,,135,"3,775.00",27.96,,,,,,
,6. Lawngtlai,2013 - 2014,,,,,,,59,696,11.8,,,,,,
,,2014 - 2015,,,,,,,59,"1,180.00",20,,,,,,
,,2015 - 2016,,,,,,,60,"2,095.00",34.92,,,,,,
,,2016 - 2017,,,,,,,71,"2,485.00",35,,,,,,
,,2017 - 2018,,,,,,,58,"2,025.50",34.92,,,,,,
,,2018 - 2019,,,,,,,62,"2,077.00",33.5,,,,,,
,,2019 - 2020,,,,,,,64,"2,040.00",31.88,,,,,,
,,2020 - 2021,,,,,,,64,"2,043.00",31.92,,,,,,
,,2021 - 2022,,,,,,,60,"1,597.00",26.62,,,,,,
,,2022 - 2023,,,,,,,76,"2,466.00",32.45,,,,,,
,7. Lunglei,2013 - 2014,,,,,,,105,297,2.83,,,,,,
,,2014 - 2015,,,,,,,101,"3,030.00",30,,,,,,
,,2015 - 2016,,,,,,,110,"3,630.00",33,,,,,,
,,2016 - 2017,,,,,,,110,"3,960.00",36,,,,,,
,,2017 - 2018,,,,,,,87.9,"1,999.00",22.74,,,,,,
,,2018 - 2019,,,,,,,89,"2,092.00",23.51,,,,,,
,,2019 - 2020,,,,,,,91,"1,940.00",21.32,,,,,,
,,2020 - 2021,,,,,,,79,"1,796.00",22.73,,,,,,
,,2021 - 2022,,,,,,,80,987,12.34,,,,,,
,,2022 - 2023,,,,,,,95,997,10.49,,,,,,
,8. Mamit,2013 - 2014,,,,,,,67,501,7.48,,,,,,
,,2014 - 2015,,,,,,,56,"1,680.00",30,,,,,,
,,2015 - 2016,,,,,,,60,"2,010.00",33.5,,,,,,
,,2016 - 2017,,,,,,,80,"2,240.00",28,,,,,,
,,2017 - 2018,,,,,,,83,485,5.84,,,,,,
,,2018 - 2019,,,,,,,85,438,5.15,,,,,,
,,2019 - 2020,,,,,,,102,"3,071.00",30.11,,,,,,
,,2020 - 2021,,,,,,,33,755,22.88,,,,,,
,,2021 - 2022,,,,,,,100,"1,206.00",12.06,,,,,,
,,2022 - 2023,,,,,,,95,"2,275.00",23.95,,,,,,
,9. Saiha,2013 - 2014,,,,,,,16,41,2.56,,,,,,
,,2014 - 2015,,,,,,,10,350,35,,,,,,
,,2015 - 2016,,,,,,,10,360,36,,,,,,
,,2016 - 2017,,,,,,,11,396,36,,,,,,
,,2017 - 2018,,,,,,,10,355,35.5,,,,,,
,,2018 - 2019,,,,,,,7,260,37.14,,,,,,
,,2020 - 2021,,,,,,,5,100,20,,,,,,
,,2021 - 2022,,,,,,,5,80,16,,,,,,
,10. Saitual,2020 - 2021,,,,,,,22,681,30.95,,,,,,
,,2021 - 2022,,,,,,,41,908,22.15,,,,,,
,,2022 - 2023,,,,,,,27,756,28,,,,,,
,11. Serchhip,2013 - 2014,,,,,,,440,40,0.09,,,,,,
,,2014 - 2015,,,,,,,475,"16,625.00",35,,,,,,
,,2015 - 2016,,,,,,,510,"17,850.00",35,,,,,,
,,2016 - 2017,,,,,,,515,"18,026.00",35,,,,,,
,,2017 - 2018,,,,,,,509.8,"17,843.70",35,,,,,,
,,2018 - 2019,,,,,,,520,"18,408.00",35.4,,,,,,
,,2019 - 2020,,,,,,,520,"18,634.00",35.83,,,,,,
,,2020 - 2021,,,,,,,520,"18,634.00",35.83,,,,,,
,,2021 - 2022,,,,,,,520,"18,480.00",35.54,,,,,,
,,2022 - 2023,,,,,,,520,"18,480.00",35.54,,,,,,
22. Nagaland,1. Chumoukedima,2022 - 2023,,,,,,,274,"11,995.00",43.78,,,,,,
,2. Dimapur,2014 - 2015,,,,"1,140.00","49,630.00",43.54,,,,,,,,,
,,2015 - 2016,,,,"1,160.00","50,500.00",43.53,,,,,,,,,
,,2016 - 2017,,,,"1,160.00","50,500.00",43.53,,,,,,,,,
,,2017 - 2018,,,,"1,160.00","50,480.00",43.52,,,,,,,,,
,,2018 - 2019,,,,"1,160.00","50,480.00",43.52,,,,,,,,,
,,2019 - 2020,,,,"1,160.00","50,595.00",43.62,,,,,,,,,
,,2020 - 2021,,,,"1,160.00","52,884.00",45.59,,,,,,,,,
,,2021 - 2022,,,,,,,"1,115.00","44,600.00",40,,,,,,
,,2022 - 2023,,,,,,,100,"4,374.00",43.74,,,,,,
,3. Kiphire,2014 - 2015,,,,160,"6,960.00",43.5,,,,,,,,,
,,2015 - 2016,,,,160,"6,960.00",43.5,,,,,,,,,
,,2016 - 2017,,,,160,"6,960.00",43.5,,,,,,,,,
,,2017 - 2018,,,,160,"6,960.00",43.5,,,,,,,,,
,,2018 - 2019,,,,160,"6,960.00",43.5,,,,,,,,,
,,2019 - 2020,,,,162,"6,976.00",43.06,,,,,,,,,
,,2020 - 2021,,,,163,"7,385.00",45.31,,,,,,,,,
,,2021 - 2022,,,,,,,77,"1,526.00",19.82,,,,,,
,,2022 - 2023,,,,,,,53,"2,241.00",42.28,,,,,,
,4. Kohima,2014 - 2015,,,,210,"9,140.00",43.52,,,,,,,,,
,,2015 - 2016,,,,210,"9,140.00",43.52,,,,,,,,,
,,2016 - 2017,,,,220,"9,580.00",43.55,,,,,,,,,
,,2017 - 2018,,,,220,"9,570.00",43.5,,,,,,,,,
,,2018 - 2019,,,,230,"10,000.00",43.48,,,,,,,,,
,,2019 - 2020,,,,230,"10,023.00",43.58,,,,,,,,,
,,2020 - 2021,,,,230,"10,478.00",45.56,,,,,,,,,
,,2021 - 2022,,,,,,,160,"1,600.00",10,,,,,,
,,2022 - 2023,,,,,,,35,"1,521.00",43.46,,,,,,
,5. Longleng,2014 - 2015,,,,120,"5,220.00",43.5,,,,,,,,,
,,2015 - 2016,,,,120,"5,220.00",43.5,,,,,,,,,
,,2016 - 2017,,,,120,"5,660.00",47.17,,,,,,,,,
,,2017 - 2018,,,,130,"5,650.00",43.46,,,,,,,,,
,,2018 - 2019,,,,130,"5,650.00",43.46,,,,,,,,,
,,2019 - 2020,,,,130,"5,663.00",43.56,,,,,,,,,
,,2020 - 2021,,,,132,"6,012.00",45.55,,,,,,,,,
,,2021 - 2022,,,,,,,45,450,10,,,,,,
,,2022 - 2023,,,,,,,32,"1,384.00",43.25,,,,,,
,6. Mokokchung,2014 - 2015,,,,340,"14,790.00",43.5,,,,,,,,,
,,2015 - 2016,,,,340,"14,790.00",43.5,,,,,,,,,
,,2016 - 2017,,,,340,"14,800.00",43.53,,,,,,,,,
,,2017 - 2018,,,,340,"14,790.00",43.5,,,,,,,,,
,,2018 - 2019,,,,340,"14,790.00",43.5,,,,,,,,,
,,2019 - 2020,,,,342,"14,824.00",43.35,,,,,,,,,
,,2020 - 2021,,,,342,"15,543.00",45.45,,,,,,,,,
,,2021 - 2022,,,,,,,233,"6,384.00",27.4,,,,,,
,,2022 - 2023,,,,,,,159,"6,942.00",43.66,,,,,,
,7. Mon,2014 - 2015,,,,510,"22,210.00",43.55,,,,,,,,,
,,2015 - 2016,,,,510,"22,210.00",43.55,,,,,,,,,
,,2016 - 2017,,,,510,"22,210.00",43.55,,,,,,,,,
,,2017 - 2018,,,,510,"22,190.00",43.51,,,,,,,,,
,,2018 - 2019,,,,510,"22,190.00",43.51,,,,,,,,,
,,2019 - 2020,,,,510,"22,241.00",43.61,,,,,,,,,
,,2020 - 2021,,,,512,"23,320.00",45.55,,,,,,,,,
,,2021 - 2022,,,,,,,309,"4,635.00",15,,,,,,
,,2022 - 2023,,,,,,,211,"9,175.00",43.48,,,,,,
,8. Noklak,2022 - 2023,,,,,,,95,"3,985.00",41.95,,,,,,
,9. Nuiland,2022 - 2023,,,,,,,538,"23,581.00",43.83,,,,,,
,10. Peren,2014 - 2015,,,,510,"22,140.00",43.41,,,,,,,,,
,,2015 - 2016,,,,510,"22,140.00",43.41,,,,,,,,,
,,2016 - 2017,,,,520,"22,500.00",43.27,,,,,,,,,
,,2017 - 2018,,,,520,"22,630.00",43.52,,,,,,,,,
,,2018 - 2019,,,,520,"22,630.00",43.52,,,,,,,,,
,,2019 - 2020,,,,522,"22,681.00",43.45,,,,,,,,,
,,2020 - 2021,,,,523,"23,781.00",45.47,,,,,,,,,
,,2021 - 2022,,,,,,,390,"9,750.00",25,,,,,,
,,2022 - 2023,,,,,,,266,"11,640.00",43.76,,,,,,
,11. Phek,2014 - 2015,,,,250,"10,890.00",43.56,,,,,,,,,
,,2015 - 2016,,,,250,"10,890.00",43.56,,,,,,,,,
,,2016 - 2017,,,,260,"11,280.00",43.38,,,,,,,,,
,,2017 - 2018,,,,260,"11,310.00",43.5,,,,,,,,,
,,2018 - 2019,,,,260,"11,310.00",43.5,,,,,,,,,
,,2019 - 2020,,,,260,"11,336.00",43.6,,,,,,,,,
,,2020 - 2021,,,,261,"11,886.00",45.54,,,,,,,,,
,,2021 - 2022,,,,,,,280,"6,720.00",24,,,,,,
,,2022 - 2023,,,,,,,141,"6,124.00",43.43,,,,,,
,12. Shamator,2022 - 2023,,,,,,,48,"2,092.00",43.58,,,,,,
,13. Tseminyu,2022 - 2023,,,,,,,34,"1,481.00",43.56,,,,,,
,14. Tuensang,2014 - 2015,,,,370,"16,120.00",43.57,,,,,,,,,
,,2015 - 2016,,,,370,"16,120.00",43.57,,,,,,,,,
,,2016 - 2017,,,,370,"16,120.00",43.57,,,,,,,,,
,,2017 - 2018,,,,370,"16,100.00",43.51,,,,,,,,,
,,2018 - 2019,,,,370,"16,100.00",43.51,,,,,,,,,
,,2019 - 2020,,,,370,"16,135.00",43.61,,,,,,,,,
,,2020 - 2021,,,,370,"16,844.00",45.52,,,,,,,,,
,,2021 - 2022,,,,,,,350,"14,700.00",42,,,,,,
,,2022 - 2023,,,,,,,86,"3,748.00",43.58,,,,,,
,15. Wokha,2014 - 2015,,,,520,"22,650.00",43.56,,,,,,,,,
,,2015 - 2016,,,,520,"22,650.00",43.56,,,,,,,,,
,,2016 - 2017,,,,520,"22,650.00",43.56,,,,,,,,,
,,2017 - 2018,,,,520,"22,630.00",43.52,,,,,,,,,
,,2018 - 2019,,,,520,"22,630.00",43.52,,,,,,,,,
,,2019 - 2020,,,,523,"22,682.00",43.37,,,,,,,,,
,,2020 - 2021,,,,525,"23,915.00",45.55,,,,,,,,,
,,2021 - 2022,,,,,,,536,"12,382.00",23.1,,,,,,
,,2022 - 2023,,,,,,,316,"13,770.00",43.58,,,,,,
,16. Zunheboto,2014 - 2015,,,,220,"9,580.00",43.55,,,,,,,,,
,,2015 - 2016,,,,220,"9,580.00",43.55,,,,,,,,,
,,2016 - 2017,,,,240,"10,130.00",42.21,,,,,,,,,
,,2017 - 2018,,,,240,"10,440.00",43.5,,,,,,,,,
,,2018 - 2019,,,,240,"10,440.00",43.5,,,,,,,,,
,,2019 - 2020,,,,241,"10,464.00",43.42,,,,,,,,,
,,2020 - 2021,,,,242,"10,972.00",45.34,,,,,,,,,
,,2021 - 2022,,,,,,,150,"1,845.00",12.3,,,,,,
,,2022 - 2023,,,,,,,102,"4,436.00",43.49,,,,,,
23. Odisha,1. Anugul,2013 - 2014,,,,,,,,,,42,"2,315.20",55.12,,,
,,2014 - 2015,,,,,,,,,,43,"2,100.10",48.84,,,
,,2015 - 2016,,,,,,,,,,10,570.2,57.02,,,
,,2016 - 2017,,,,,,,,,,38,"1,996.40",52.54,,,
,,2017 - 2018,,,,,,,,,,20,891.8,44.59,,,
,,2018 - 2019,,,,,,,,,,19,869.3,45.75,,,
,,2019 - 2020,,,,,,,,,,6,351.4,58.57,,,
,,2020 - 2021,,,,,,,,,,8,736,92,,,
,,2021 - 2022,,,,,,,,,,16,660.1,41.26,,,
,,2022 - 2023,,,,,,,,,,55,"2,874.70",52.27,,,
,2. Balangir,2013 - 2014,,,,,,,,,,465,"39,468.30",84.88,,,
,,2014 - 2015,,,,,,,,,,291,"17,531.00",60.24,,,
,,2015 - 2016,,,,,,,,,,323,"22,710.50",70.31,,,
,,2016 - 2017,,,,,,,,,,155,"7,786.10",50.23,,,
,,2017 - 2018,,,,,,,,,,3,145.2,48.4,,,
,,2018 - 2019,,,,,,,,,,86,"5,207.30",60.55,,,
,,2019 - 2020,,,,,,,,,,8,481.6,60.2,,,
,,2020 - 2021,,,,,,,,,,36,"1,618.20",44.95,,,
,,2021 - 2022,,,,,,,,,,108,"6,836.40",63.3,,,
,,2022 - 2023,,,,,,,,,,122,"5,612.00",46,,,
,3. Baleshwar,2013 - 2014,,,,,,,,,,71,"3,368.20",47.44,,,
,,2014 - 2015,,,,,,,,,,187,"6,432.80",34.4,,,
,,2015 - 2016,,,,,,,,,,508,"27,161.20",53.47,,,
,,2016 - 2017,,,,,,,,,,9,568.8,63.2,,,
,,2018 - 2019,,,,,,,,,,1,10,10,,,
,,2019 - 2020,,,,,,,,,,11,404.8,36.8,,,
,,2020 - 2021,,,,,,,,,,125,"7,100.00",56.8,,,
,4. Bargarh,2013 - 2014,,,,,,,,,,708,"55,667.90",78.63,,,
,,2014 - 2015,,,,,,,,,,431,"36,276.40",84.17,,,
,,2015 - 2016,,,,,,,,,,282,"22,230.10",78.83,,,
,,2016 - 2017,,,,,,,,,,142,"12,956.40",91.24,,,
,,2017 - 2018,,,,,,,,,,39,"3,322.80",85.2,,,
,,2018 - 2019,,,,,,,,,,4,323.7,80.93,,,
,,2019 - 2020,,,,,,,,,,39,"2,679.30",68.7,,,
,,2020 - 2021,,,,,,,,,,4,360,90,,,
,,2021 - 2022,,,,,,,,,,19,"1,603.60",84.4,,,
,,2022 - 2023,,,,,,,,,,43,"3,942.20",91.68,,,
,5. Bhadrak,2013 - 2014,,,,,,,,,,116,"6,576.20",56.69,,,
,,2014 - 2015,,,,,,,,,,117,"5,616.00",48,,,
,,2015 - 2016,,,,,,,,,,101,"6,555.80",64.91,,,
,,2016 - 2017,,,,,,,,,,77,"4,608.50",59.85,,,
,,2017 - 2018,,,,,,,,,,24,"1,089.60",45.4,,,
,,2018 - 2019,,,,,,,,,,104,"3,902.80",37.53,,,
,,2019 - 2020,,,,,,,,,,39,"1,852.00",47.49,,,
,,2020 - 2021,,,,,,,,,,80,"3,040.00",38,,,
,,2021 - 2022,,,,,,,,,,61,"2,764.50",45.32,,,
,,2022 - 2023,,,,,,,,,,44,"1,402.10",31.87,,,
,6. Boudh,2013 - 2014,,,,,,,,,,10,578.7,57.87,,,
,,2014 - 2015,,,,,,,,,,3,174.4,58.13,,,
,,2015 - 2016,,,,,,,,,,4,228.8,57.2,,,
,,2018 - 2019,,,,,,,,,,3,167.4,55.8,,,
,,2019 - 2020,,,,,,,,,,2,52.8,26.4,,,
,,2020 - 2021,,,,,,,,,,8,368,46,,,
,,2021 - 2022,,,,,,,,,,2,111.1,55.55,,,
,,2022 - 2023,,,,,,,,,,1,77,77,,,
,7. Cuttack,2013 - 2014,,,,,,,,,,"2,851.00","1,75,801.20",61.66,,,
,,2014 - 2015,,,,,,,,,,956,"68,709.60",71.87,,,
,,2015 - 2016,,,,,,,,,,861,"61,182.70",71.06,,,
,,2016 - 2017,,,,,,,,,,715,"49,886.30",69.77,,,
,,2017 - 2018,,,,,,,,,,113,"7,589.10",67.16,,,
,,2018 - 2019,,,,,,,,,,564,"34,351.50",60.91,,,
,,2019 - 2020,,,,,,,,,,992,"53,387.50",53.82,,,
,,2020 - 2021,,,,,,,,,,890,"53,904.60",60.57,,,
,,2021 - 2022,,,,,,,,,,705,"41,702.90",59.15,,,
,,2022 - 2023,,,,,,,,,,489,"31,734.60",64.9,,,
,8. Deogarh,2013 - 2014,,,,,,,,,,5,277.7,55.54,,,
,,2014 - 2015,,,,,,,,,,11,542.5,49.32,,,
,,2015 - 2016,,,,,,,,,,16,769.4,48.09,,,
,,2016 - 2017,,,,,,,,,,4,130.1,32.53,,,
,,2017 - 2018,,,,,,,,,,4,132.8,33.2,,,
,,2018 - 2019,,,,,,,,,,14,599.2,42.8,,,
,,2019 - 2020,,,,,,,,,,1,42,42,,,
,,2021 - 2022,,,,,,,,,,20,910,45.5,,,
,,2022 - 2023,,,,,,,,,,23,"1,125.90",48.95,,,
,9. Dhenkanal,2013 - 2014,,,,,,,,,,222,"17,152.60",77.26,,,
,,2014 - 2015,,,,,,,,,,241,"16,773.60",69.6,,,
,,2015 - 2016,,,,,,,,,,518,"32,845.90",63.41,,,
,,2016 - 2017,,,,,,,,,,109,"7,721.10",70.84,,,
,,2017 - 2018,,,,,,,,,,88,"6,413.40",72.88,,,
,,2018 - 2019,,,,,,,,,,179,"15,537.20",86.8,,,
,,2019 - 2020,,,,,,,,,,132,"7,397.30",56.04,,,
,,2020 - 2021,,,,,,,,,,124,"8,720.50",70.33,,,
,,2021 - 2022,,,,,,,,,,172,"11,634.10",67.64,,,
,,2022 - 2023,,,,,,,,,,"1,024.00","62,577.70",61.11,,,
,10. Gajapati,2013 - 2014,,,,,,,,,,65,"4,342.00",66.8,,,
,,2014 - 2015,,,,,,,,,,47,"2,494.10",53.07,,,
,,2015 - 2016,,,,,,,,,,122,"6,856.40",56.2,,,
,,2016 - 2017,,,,,,,,,,1,48,48,,,
,,2017 - 2018,,,,,,,,,,10,606,60.6,,,
,,2018 - 2019,,,,,,,,,,4,172.8,43.2,,,
,,2021 - 2022,,,,,,,,,,16,659.2,41.2,,,
,11. Ganjam,2013 - 2014,,,,,,,,,,"1,704.00","48,862.20",28.68,,,
,,2014 - 2015,,,,,,,,,,773,"59,009.30",76.34,,,
,,2015 - 2016,,,,,,,,,,"1,073.00","81,130.60",75.61,,,
,,2016 - 2017,,,,,,,,,,368,"30,028.80",81.6,,,
,,2017 - 2018,,,,,,,,,,199,"13,394.50",67.31,,,
,,2018 - 2019,,,,,,,,,,734,"38,052.80",51.84,,,
,,2019 - 2020,,,,,,,,,,210,"12,021.20",57.24,,,
,,2020 - 2021,,,,,,,,,,249,"15,501.50",62.26,,,
,,2021 - 2022,,,,,,,,,,393,"25,910.10",65.93,,,
,,2022 - 2023,,,,,,,,,,129,"7,995.20",61.98,,,
,12. Jagatsinghapur,2013 - 2014,,,,,,,,,,266,"18,430.90",69.29,,,
,,2014 - 2015,,,,,,,,,,375,"21,981.80",58.62,,,
,,2015 - 2016,,,,,,,,,,196,"12,204.30",62.27,,,
,,2016 - 2017,,,,,,,,,,385,"17,798.20",46.23,,,
,,2017 - 2018,,,,,,,,,,186,"9,002.40",48.4,,,
,,2018 - 2019,,,,,,,,,,327,"20,285.80",62.04,,,
,,2019 - 2020,,,,,,,,,,336,"13,141.30",39.11,,,
,,2020 - 2021,,,,,,,,,,345,"18,957.80",54.95,,,
,,2021 - 2022,,,,,,,,,,135,"7,533.00",55.8,,,
,,2022 - 2023,,,,,,,,,,542,"29,471.80",54.38,,,
,13. Jajapur,2013 - 2014,,,,,,,,,,"1,052.00","46,103.90",43.83,,,
,,2014 - 2015,,,,,,,,,,409,"18,121.20",44.31,,,
,,2015 - 2016,,,,,,,,,,831,"32,748.00",39.41,,,
,,2016 - 2017,,,,,,,,,,293,"13,928.30",47.54,,,
,,2017 - 2018,,,,,,,,,,708,"31,847.30",44.98,,,
,,2018 - 2019,,,,,,,,,,295,"11,543.10",39.13,,,
,,2019 - 2020,,,,,,,,,,"1,673.00","68,454.10",40.92,,,
,,2020 - 2021,,,,,,,,,,986,"42,579.40",43.18,,,
,,2021 - 2022,,,,,,,,,,616,"11,988.60",19.46,,,
,,2022 - 2023,,,,,,,,,,917,"44,392.90",48.41,,,
,14. Jharsuguda,2013 - 2014,,,,,,,,,,21,"1,405.80",66.94,,,
,,2014 - 2015,,,,,,,,,,45,"2,585.50",57.46,,,
,,2015 - 2016,,,,,,,,,,8,448.5,56.06,,,
,,2016 - 2017,,,,,,,,,,51,"3,721.00",72.96,,,
,,2017 - 2018,,,,,,,,,,1,63.2,63.2,,,
,,2020 - 2021,,,,,,,,,,7,425.6,60.8,,,
,,2021 - 2022,,,,,,,,,,28,"2,885.10",103.04,,,
,,2022 - 2023,,,,,,,,,,16,"1,541.30",96.33,,,
,15. Kalahandi,2013 - 2014,,,,,,,,,,72,"3,744.00",52,,,
,,2014 - 2015,,,,,,,,,,53,"2,599.70",49.05,,,
,,2015 - 2016,,,,,,,,,,112,"6,256.00",55.86,,,
,,2016 - 2017,,,,,,,,,,62,"2,976.00",48,,,
,,2017 - 2018,,,,,,,,,,46,"2,635.80",57.3,,,
,,2018 - 2019,,,,,,,,,,49,"5,674.20",115.8,,,
,,2019 - 2020,,,,,,,,,,176,"9,468.80",53.8,,,
,,2020 - 2021,,,,,,,,,,215,"12,491.50",58.1,,,
,,2021 - 2022,,,,,,,,,,39,"2,277.60",58.4,,,
,,2022 - 2023,,,,,,,,,,125,"8,350.00",66.8,,,
,16. Kendrapara,2013 - 2014,,,,,,,,,,170,"9,443.50",55.55,,,
,,2014 - 2015,,,,,,,,,,53,"2,321.40",43.8,,,
,,2015 - 2016,,,,,,,,,,66,"3,073.70",46.57,,,
,,2016 - 2017,,,,,,,,,,41,"1,902.40",46.4,,,
,,2017 - 2018,,,,,,,,,,22,"1,742.40",79.2,,,
,,2018 - 2019,,,,,,,,,,79,"3,931.90",49.77,,,
,,2019 - 2020,,,,,,,,,,182,"9,269.80",50.93,,,
,,2020 - 2021,,,,,,,,,,26,"1,245.40",47.9,,,
,,2021 - 2022,,,,,,,,,,43,"1,576.00",36.65,,,
,,2022 - 2023,,,,,,,,,,28,"1,449.60",51.77,,,
,17. Kendujhar,2013 - 2014,,,,,,,,,,17,"1,327.10",78.06,,,
,,2014 - 2015,,,,,,,,,,58,"4,570.40",78.8,,,
,,2015 - 2016,,,,,,,,,,34,"2,298.40",67.6,,,
,,2016 - 2017,,,,,,,,,,27,"1,519.20",56.27,,,
,,2017 - 2018,,,,,,,,,,17,445.4,26.2,,,
,,2018 - 2019,,,,,,,,,,7,351.2,50.17,,,
,,2019 - 2020,,,,,,,,,,18,"1,476.00",82,,,
,,2021 - 2022,,,,,,,,,,22,"1,188.00",54,,,
,18. Khordha,2013 - 2014,,,,,,,,,,58,"3,485.80",60.1,,,
,,2014 - 2015,,,,,,,,,,92,"5,927.70",64.43,,,
,,2015 - 2016,,,,,,,,,,354,"23,965.80",67.7,,,
,,2016 - 2017,,,,,,,,,,40,"3,306.70",82.67,,,
,,2017 - 2018,,,,,,,,,,5,304,60.8,,,
,,2021 - 2022,,,,,,,,,,328,"2,872.00",8.76,,,
,,2022 - 2023,,,,,,,,,,314,"17,521.20",55.8,,,
,19. Koraput,2013 - 2014,,,,,,,,,,"3,537.00","3,54,750.50",100.3,,,
,,2014 - 2015,,,,,,,,,,"3,362.00","3,00,606.50",89.41,,,
,,2015 - 2016,,,,,,,,,,"2,261.00","1,59,642.40",70.61,,,
,,2016 - 2017,,,,,,,,,,"1,213.00","84,000.30",69.25,,,
,,2017 - 2018,,,,,,,,,,"1,867.00","1,45,045.40",77.69,,,
,,2018 - 2019,,,,,,,,,,"2,375.00","1,83,316.80",77.19,,,
,,2019 - 2020,,,,,,,,,,"2,687.00","2,05,843.00",76.61,,,
,,2020 - 2021,,,,,,,,,,"2,096.00","1,37,021.80",65.37,,,
,,2021 - 2022,,,,,,,,,,"2,210.00","1,66,965.50",75.55,,,
,,2022 - 2023,,,,,,,,,,573,"30,548.30",53.31,,,
,20. Malkangiri,2016 - 2017,,,,,,,,,,4,219.2,54.8,,,
,21. Mayurbhanj,2013 - 2014,,,,,,,,,,6,350.4,58.4,,,
,,2014 - 2015,,,,,,,,,,10,644,64.4,,,
,,2015 - 2016,,,,,,,,,,13,967.2,74.4,,,
,22. Nabarangpur,2013 - 2014,,,,,,,,,,"1,061.00","49,923.20",47.05,,,
,,2014 - 2015,,,,,,,,,,"1,304.00","66,895.20",51.3,,,
,,2015 - 2016,,,,,,,,,,614,"40,578.60",66.09,,,
,,2016 - 2017,,,,,,,,,,"1,430.00","79,779.70",55.79,,,
,,2017 - 2018,,,,,,,,,,250,"9,371.50",37.49,,,
,,2018 - 2019,,,,,,,,,,"1,598.00","70,088.30",43.86,,,
,,2019 - 2020,,,,,,,,,,"2,022.00","86,422.30",42.74,,,
,,2020 - 2021,,,,,,,,,,"1,722.00","71,724.70",41.65,,,
,,2021 - 2022,,,,,,,,,,"1,797.00","84,317.00",46.92,,,
,,2022 - 2023,,,,,,,,,,"2,552.00","1,19,926.10",46.99,,,
,23. Nayagarh,2013 - 2014,,,,,,,,,,"1,354.00","66,684.50",49.25,,,
,,2014 - 2015,,,,,,,,,,"1,040.00","71,794.30",69.03,,,
,,2015 - 2016,,,,,,,,,,537,"26,467.70",49.29,,,
,,2016 - 2017,,,,,,,,,,316,"18,991.60",60.1,,,
,,2017 - 2018,,,,,,,,,,107,"5,979.40",55.88,,,
,,2018 - 2019,,,,,,,,,,298,"20,358.20",68.32,,,
,,2019 - 2020,,,,,,,,,,293,"20,074.00",68.51,,,
,,2020 - 2021,,,,,,,,,,36,"2,591.40",71.98,,,
,,2021 - 2022,,,,,,,,,,234,"16,224.40",69.34,,,
,,2022 - 2023,,,,,,,,,,233,"16,183.50",69.46,,,
,24. Nuapada,2013 - 2014,,,,,,,,,,8,233,29.13,,,
,,2015 - 2016,,,,,,,,,,2,60,30,,,
,,2016 - 2017,,,,,,,,,,5,29,5.8,,,
,,2018 - 2019,,,,,,,,,,1,43.2,43.2,,,
,,2019 - 2020,,,,,,,,,,7,413.3,59.04,,,
,,2020 - 2021,,,,,,,,,,6,359.4,59.9,,,
