State,District,Year,Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare),Area (Hectare),Production (Tonnes),Yield (Tonne/Hectare)
,,2015 - 2016,,,,"27,037.00","46,810.00",1.73,,,,5,16,3.2,,,
,,2016 - 2017,,,,"39,907.00","64,805.00",1.62,,,,98,319,3.26,,,
,,2017 - 2018,,,,"38,009.00","43,874.00",1.15,,,,217,578,2.66,,,
,,2018 - 2019,,,,"43,300.00","62,227.00",1.44,,,,427,939,2.2,,,
,,2019 - 2020,,,,"38,026.00","71,910.00",1.89,,,,449,"1,324.00",2.95,,,
,,2020 - 2021,,,,"32,106.00","39,133.00",1.22,,,,110,330,3,,,
,,2021 - 2022,,,,"38,507.00","67,381.00",1.75,,,,130,380,2.92,,,
,,2022 - 2023,,,,"39,989.00","1,01,141.00",2.53,,,,119,345,2.9,,,
,16. Morbi,2019 - 2020,,,,5,8,1.6,,,,,,,,,
,17. Narmada,2013 - 2014,,,,"9,933.00","8,086.00",0.81,,,,27,86,3.19,,,
,,2014 - 2015,,,,"10,879.00","7,954.00",0.73,,,,,,,,,
,,2015 - 2016,,,,"11,271.00","6,743.00",0.6,,,,,,,,,
,,2016 - 2017,,,,"13,366.00","7,162.00",0.54,,,,,,,,,
,,2017 - 2018,,,,"10,735.00","8,449.00",0.79,,,,,,,,,
,,2018 - 2019,,,,"10,807.00","9,232.00",0.85,,,,,,,,,
,,2019 - 2020,,,,"12,149.00","12,134.00",1,,,,,,,,,
,,2020 - 2021,,,,"11,013.00","11,179.00",1.02,,,,,,,,,
,,2021 - 2022,,,,"9,530.00","9,777.00",1.03,,,,,,,,,
,,2022 - 2023,,,,"11,687.00","12,001.00",1.03,,,,,,,,,
,18. Navsari,2013 - 2014,,,,"67,443.00","1,62,186.00",2.4,,,,"11,681.00","36,986.00",3.17,,,
,,2014 - 2015,,,,"58,889.00","1,60,724.00",2.73,,,,"9,091.00","29,976.00",3.3,,,
,,2015 - 2016,,,,"47,811.00","1,16,320.00",2.43,,,,"7,146.00","21,649.00",3.03,,,
,,2016 - 2017,,,,"53,642.00","1,40,476.00",2.62,,,,"6,599.00","19,180.00",2.91,,,
,,2017 - 2018,,,,"49,352.00","1,21,965.00",2.47,,,,643,"1,775.00",2.76,,,
,,2018 - 2019,,,,"49,339.00","1,31,181.00",2.66,,,,773,"2,396.00",3.1,,,
,,2019 - 2020,,,,"53,094.00","1,40,997.00",2.66,,,,"7,375.00","17,054.00",2.31,,,
,,2020 - 2021,,,,"50,322.00","1,36,767.00",2.72,,,,"5,391.00","14,856.00",2.76,,,
,,2021 - 2022,,,,"46,948.00","1,28,524.00",2.74,,,,"5,676.00","16,022.00",2.82,,,
,,2022 - 2023,,,,"45,924.00","1,33,858.00",2.91,,,,"5,145.00","14,426.00",2.8,,,
,19. Panch mahals,2013 - 2014,,,,"81,053.00","1,22,771.00",1.51,,,,653,"2,082.00",3.19,,,
,,2014 - 2015,,,,"40,762.00","43,965.00",1.08,,,,105,337,3.21,,,
,,2015 - 2016,,,,"44,269.00","46,262.00",1.05,,,,20,65,3.25,,,
,,2016 - 2017,,,,"54,247.00","52,377.00",0.97,,,,662,"2,153.00",3.25,,,
,,2017 - 2018,,,,"47,036.00","46,578.00",0.99,,,,"1,613.00","4,298.00",2.66,,,
,,2018 - 2019,,,,"53,219.00","57,636.00",1.08,,,,"3,213.00","5,938.00",1.85,,,
,,2019 - 2020,,,,"55,572.00","97,740.00",1.76,,,,"2,830.00","5,320.00",1.88,,,
,,2020 - 2021,,,,"46,761.00","68,682.00",1.47,,,,675,"2,024.00",3,,,
,,2021 - 2022,,,,"42,608.00","57,464.00",1.35,,,,492,"1,439.00",2.92,,,
,,2022 - 2023,,,,"45,582.00","77,237.00",1.69,,,,290,518,1.79,,,
,20. Patan,2017 - 2018,,,,,,,,,,520,"1,386.00",2.67,,,
,21. Rajkot,2020 - 2021,,,,,,,,,,2,6,3,,,
,,2021 - 2022,,,,21,41,1.95,,,,,,,,,
,22. Sabar kantha,2013 - 2014,,,,"1,680.00","3,557.00",2.12,,,,,,,,,
,,2014 - 2015,,,,"3,975.00","9,557.00",2.4,,,,,,,,,
,,2015 - 2016,,,,"3,625.00","11,386.00",3.14,,,,,,,,,
,,2016 - 2017,,,,"6,185.00","17,637.00",2.85,,,,,,,,,
,,2017 - 2018,,,,"7,454.00","26,945.00",3.61,,,,,,,,,
,,2018 - 2019,,,,"7,089.00","24,177.00",3.41,,,,,,,,,
,,2019 - 2020,,,,"6,964.00","18,209.00",2.61,,,,,,,,,
,,2020 - 2021,,,,"7,899.00","23,341.00",2.95,,,,,,,,,
,,2021 - 2022,,,,"7,732.00","22,918.00",2.96,,,,,,,,,
,,2022 - 2023,,,,"7,392.00","24,403.00",3.3,,,,,,,,,
,23. Surat,2013 - 2014,,,,"45,902.00","93,241.00",2.03,,,,"7,609.00","26,194.00",3.44,,,
,,2014 - 2015,,,,"39,547.00","86,189.00",2.18,,,,"5,634.00","16,439.00",2.92,,,
,,2015 - 2016,,,,"41,496.00","89,331.00",2.15,,,,"6,265.00","19,481.00",3.11,,,
,,2016 - 2017,,,,"37,998.00","92,816.00",2.44,,,,"6,471.00","19,167.00",2.96,,,
,,2017 - 2018,,,,"46,513.00","1,23,420.00",2.65,,,,"3,939.00","9,711.00",2.47,,,
,,2018 - 2019,,,,"44,471.00","1,08,874.00",2.45,,,,"2,277.00","7,285.00",3.2,,,
,,2019 - 2020,,,,"41,521.00","97,980.00",2.36,,,,"3,742.00","10,948.00",2.93,,,
,,2020 - 2021,,,,"39,025.00","90,161.00",2.31,,,,"9,334.00","25,601.00",2.74,,,
,,2021 - 2022,,,,"40,792.00","88,036.00",2.16,,,,"12,946.00","36,130.00",2.79,,,
,,2022 - 2023,,,,"41,219.00","94,633.00",2.3,,,,"13,553.00","35,145.00",2.59,,,
,24. Surendranagar,2013 - 2014,,,,226,358,1.58,,,,,,,,,
,,2015 - 2016,,,,663,"1,656.00",2.5,,,,,,,,,
,,2016 - 2017,,,,372,966,2.6,,,,,,,,,
,,2017 - 2018,,,,848,"1,572.00",1.85,,,,,,,,,
,,2018 - 2019,,,,"4,140.00","6,496.00",1.57,,,,,,,,,
,,2019 - 2020,,,,"2,630.00","3,352.00",1.27,,,,,,,,,
,,2020 - 2021,,,,"2,813.00","5,877.00",2.09,,,,65,195,3,,,
,,2021 - 2022,,,,"2,062.00","5,091.00",2.47,,,,304,889,2.92,,,
,,2022 - 2023,,,,"2,537.00","4,787.00",1.89,,,,275,797,2.9,,,
,25. Tapi,2013 - 2014,,,,"55,694.00","1,45,132.00",2.61,,,,"1,349.00","4,300.00",3.19,,,
,,2014 - 2015,,,,"54,475.00","1,35,521.00",2.49,,,,"1,021.00","3,277.00",3.21,,,
,,2015 - 2016,,,,"54,135.00","1,11,141.00",2.05,,,,"2,235.00","7,251.00",3.24,,,
,,2016 - 2017,,,,"54,822.00","1,44,588.00",2.64,,,,"2,235.00","7,269.00",3.25,,,
,,2017 - 2018,,,,"53,483.00","1,35,851.00",2.54,,,,"1,856.00","4,945.00",2.66,,,
,,2018 - 2019,,,,"52,371.00","1,67,686.00",3.2,,,,"1,864.00","5,776.00",3.1,,,
,,2019 - 2020,,,,"65,160.00","1,87,507.00",2.88,,,,"1,608.00","4,915.00",3.06,,,
,,2020 - 2021,,,,"62,709.00","1,90,612.00",3.04,,,,"1,497.00","3,525.00",2.35,,,
,,2021 - 2022,,,,"62,277.00","1,83,399.00",2.94,,,,"1,481.00","3,696.00",2.5,,,
,,2022 - 2023,,,,"64,449.00","1,94,126.00",3.01,,,,"1,487.00","3,468.00",2.33,,,
,26. Vadodara,2013 - 2014,,,,"38,066.00","50,700.00",1.33,,,,,,,,,
,,2014 - 2015,,,,"23,137.00","40,875.00",1.77,,,,,,,,,
,,2015 - 2016,,,,"24,705.00","42,862.00",1.73,,,,,,,,,
,,2016 - 2017,,,,"23,405.00","50,549.00",2.16,,,,560,"1,821.00",3.25,,,
,,2017 - 2018,,,,"22,730.00","47,527.00",2.09,,,,397,"1,058.00",2.66,,,
,,2018 - 2019,,,,"33,486.00","72,498.00",2.17,,,,"1,212.00","3,941.00",3.25,,,
,,2019 - 2020,,,,"31,302.00","63,187.00",2.02,,,,"1,353.00","3,991.00",2.95,,,
,,2020 - 2021,,,,"33,629.00","69,731.00",2.07,,,,"1,044.00","2,096.00",2.01,,,
,,2021 - 2022,,,,"28,954.00","58,294.00",2.01,,,,"2,036.00","4,932.00",2.42,,,
,,2022 - 2023,,,,"30,260.00","62,531.00",2.07,,,,"3,732.00","8,310.00",2.23,,,
,27. Valsad,2013 - 2014,,,,"70,104.00","1,46,890.00",2.1,,,,"1,125.00","2,653.00",2.36,,,
,,2014 - 2015,,,,"70,161.00","1,44,732.00",2.06,,,,"1,092.00","3,090.00",2.83,,,
,,2015 - 2016,,,,"62,478.00","1,51,063.00",2.42,,,,"1,539.00","4,993.00",3.24,,,
,,2016 - 2017,,,,"81,087.00","2,18,915.00",2.7,,,,984,"3,200.00",3.25,,,
,,2017 - 2018,,,,"70,665.00","1,81,192.00",2.56,,,,989,"2,452.00",2.48,,,
,,2018 - 2019,,,,"73,468.00","1,81,999.00",2.48,,,,946,"2,952.00",3.12,,,
,,2019 - 2020,,,,"72,850.00","1,69,067.00",2.32,,,,897,"2,780.00",3.1,,,
,,2020 - 2021,,,,"71,124.00","1,76,302.00",2.48,,,,885,"2,654.00",3,,,
,,2021 - 2022,,,,"71,350.00","1,83,393.00",2.57,,,,867,"2,535.00",2.92,,,
,,2022 - 2023,,,,"75,689.00","1,95,617.00",2.58,,,,841,"2,438.00",2.9,,,
13. Haryana,1. Ambala,2013 - 2014,,,,"79,000.00","3,08,000.00",3.9,,,,,,,,,
,,2014 - 2015,,,,"83,000.00","3,01,000.00",3.63,,,,,,,,,
,,2015 - 2016,,,,"86,000.00","3,28,000.00",3.81,,,,,,,,,
,,2016 - 2017,,,,"83,000.00","3,19,000.00",3.84,,,,,,,,,
,,2017 - 2018,,,,"85,000.00","3,31,000.00",3.89,,,,,,,,,
,,2018 - 2019,,,,"85,000.00","2,77,000.00",3.26,,,,,,,,,
,,2019 - 2020,,,,"90,900.00","3,60,400.00",3.96,,,,,,,,,
,,2020 - 2021,,,,"96,000.00","3,98,400.00",4.15,,,,,,,,,
,,2021 - 2022,,,,"93,944.00","3,85,830.00",4.11,,,,,,,,,
,,2022 - 2023,,,,"1,04,990.00","3,90,440.00",3.72,,,,,,,,,
,2. Bhiwani,2013 - 2014,,,,"16,000.00","35,000.00",2.19,,,,,,,,,
,,2014 - 2015,,,,"21,000.00","30,000.00",1.43,,,,,,,,,
,,2015 - 2016,,,,"25,000.00","53,000.00",2.12,,,,,,,,,
,,2016 - 2017,,,,"28,000.00","64,000.00",2.29,,,,,,,,,
,,2017 - 2018,,,,"21,700.00","54,700.00",2.52,,,,,,,,,
,,2018 - 2019,,,,"26,000.00","46,000.00",1.77,,,,,,,,,
,,2019 - 2020,,,,"26,400.00","53,600.00",2.03,,,,,,,,,
,,2020 - 2021,,,,"22,290.00","50,730.00",2.28,,,,,,,,,
,,2021 - 2022,,,,"22,290.00","46,790.00",2.1,,,,,,,,,
,,2022 - 2023,,,,"26,350.00","73,280.00",2.78,,,,,,,,,
,3. Charki dadri,2017 - 2018,,,,"9,400.00","17,300.00",1.84,,,,,,,,,
,,2018 - 2019,,,,"10,000.00","24,000.00",2.4,,,,,,,,,
,,2019 - 2020,,,,"12,000.00","25,600.00",2.13,,,,,,,,,
,,2020 - 2021,,,,"5,300.00","13,100.00",2.47,,,,,,,,,
,,2021 - 2022,,,,"4,879.00","9,020.00",1.85,,,,,,,,,
,,2022 - 2023,,,,"7,730.00","18,900.00",2.45,,,,,,,,,
,4. Faridabad,2013 - 2014,,,,"11,000.00","29,000.00",2.64,,,,,,,,,
,,2014 - 2015,,,,"11,000.00","30,000.00",2.73,,,,,,,,,
,,2015 - 2016,,,,"12,000.00","33,000.00",2.75,,,,,,,,,
,,2016 - 2017,,,,"12,000.00","33,000.00",2.75,,,,,,,,,
,,2017 - 2018,,,,"12,000.00","32,400.00",2.7,,,,,,,,,
,,2018 - 2019,,,,"13,000.00","36,000.00",2.77,,,,,,,,,
,,2019 - 2020,,,,"16,900.00","42,400.00",2.51,,,,,,,,,
,,2020 - 2021,,,,"14,800.00","38,700.00",2.61,,,,,,,,,
,,2021 - 2022,,,,"14,913.00","33,080.00",2.22,,,,,,,,,
,,2022 - 2023,,,,"16,260.00","43,230.00",2.66,,,,,,,,,
,5. Fatehabad,2013 - 2014,,,,"92,000.00","3,56,000.00",3.87,,,,,,,,,
,,2014 - 2015,,,,"99,000.00","3,66,000.00",3.7,,,,,,,,,
,,2015 - 2016,,,,"1,10,000.00","4,47,000.00",4.06,,,,,,,,,
,,2016 - 2017,,,,"1,16,000.00","4,86,000.00",4.19,,,,,,,,,
,,2017 - 2018,,,,"1,17,800.00","5,13,100.00",4.36,,,,,,,,,
,,2018 - 2019,,,,"1,24,000.00","4,95,000.00",3.99,,,,,,,,,
,,2019 - 2020,,,,"1,28,700.00","5,01,700.00",3.9,,,,,,,,,
,,2020 - 2021,,,,"1,26,000.00","5,32,000.00",4.22,,,,,,,,,
,,2021 - 2022,,,,"1,29,196.00","5,24,150.00",4.06,,,,,,,,,
,,2022 - 2023,,,,"1,39,930.00","5,86,320.00",4.19,,,,,,,,,
,6. Gurgaon,2013 - 2014,,,,"5,000.00","16,000.00",3.2,,,,,,,,,
,,2014 - 2015,,,,"5,000.00","16,000.00",3.2,,,,,,,,,
,,2015 - 2016,,,,"5,000.00","15,000.00",3,,,,,,,,,
,,2016 - 2017,,,,"5,500.00","13,000.00",2.36,,,,,,,,,
,,2017 - 2018,,,,"5,200.00","13,400.00",2.58,,,,,,,,,
,,2018 - 2019,,,,"5,000.00","14,000.00",2.8,,,,,,,,,
,,2019 - 2020,,,,"5,400.00","15,700.00",2.91,,,,,,,,,
,,2020 - 2021,,,,"5,400.00","15,500.00",2.87,,,,,,,,,
,,2021 - 2022,,,,"4,845.00","13,460.00",2.78,,,,,,,,,
,,2022 - 2023,,,,"4,610.00","13,230.00",2.87,,,,,,,,,
,7. Hisar,2013 - 2014,,,,"45,000.00","1,22,000.00",2.71,,,,,,,,,
,,2014 - 2015,,,,"48,000.00","1,36,000.00",2.83,,,,,,,,,
,,2015 - 2016,,,,"62,000.00","1,44,000.00",2.32,,,,,,,,,
,,2016 - 2017,,,,"68,000.00","1,86,000.00",2.74,,,,,,,,,
,,2017 - 2018,,,,"70,000.00","1,88,000.00",2.69,,,,,,,,,
,,2018 - 2019,,,,"76,000.00","1,88,000.00",2.47,,,,,,,,,
,,2019 - 2020,,,,"84,400.00","2,15,500.00",2.55,,,,,,,,,
,,2020 - 2021,,,,"82,800.00","2,42,200.00",2.93,,,,,,,,,
,,2021 - 2022,,,,"82,952.00","2,39,070.00",2.88,,,,,,,,,
,,2022 - 2023,,,,"98,240.00","3,04,150.00",3.1,,,,,,,,,
,8. Jhajjar,2013 - 2014,,,,"31,000.00","74,000.00",2.39,,,,,,,,,
,,2014 - 2015,,,,"35,000.00","83,000.00",2.37,,,,,,,,,
,,2015 - 2016,,,,"37,000.00","97,000.00",2.62,,,,,,,,,
,,2016 - 2017,,,,"37,000.00","80,000.00",2.16,,,,,,,,,
,,2017 - 2018,,,,"40,300.00","98,400.00",2.44,,,,,,,,,
,,2018 - 2019,,,,"45,000.00","1,17,000.00",2.6,,,,,,,,,
,,2019 - 2020,,,,"50,900.00","1,30,400.00",2.56,,,,,,,,,
,,2020 - 2021,,,,"42,200.00","1,13,900.00",2.7,,,,,,,,,
,,2021 - 2022,,,,"38,668.00","1,03,820.00",2.68,,,,,,,,,
,,2022 - 2023,,,,"53,320.00","1,48,840.00",2.79,,,,,,,,,
,9. Jind,2013 - 2014,,,,"1,20,000.00","3,24,000.00",2.7,,,,,,,,,
,,2014 - 2015,,,,"1,23,000.00","3,30,000.00",2.68,,,,,,,,,
,,2015 - 2016,,,,"1,29,000.00","3,13,000.00",2.43,,,,,,,,,
,,2016 - 2017,,,,"1,35,000.00","3,49,000.00",2.59,,,,,,,,,
,,2017 - 2018,,,,"1,35,700.00","3,75,000.00",2.76,,,,,,,,,
,,2018 - 2019,,,,"1,41,000.00","3,82,000.00",2.71,,,,,,,,,
,,2019 - 2020,,,,"1,45,800.00","4,31,300.00",2.96,,,,,,,,,
,,2020 - 2021,,,,"1,39,700.00","4,46,300.00",3.19,,,,,,,,,
,,2021 - 2022,,,,"1,50,691.00","5,01,950.00",3.33,,,,,,,,,
,,2022 - 2023,,,,"1,74,100.00","5,73,030.00",3.29,,,,,,,,,
,10. Kaithal,2013 - 2014,,,,"1,58,000.00","5,20,000.00",3.29,,,,,,,,,
,,2014 - 2015,,,,"1,61,000.00","5,20,000.00",3.23,,,,,,,,,
,,2015 - 2016,,,,"1,62,000.00","4,90,000.00",3.02,,,,,,,,,
,,2016 - 2017,,,,"1,62,000.00","5,52,000.00",3.41,,,,,,,,,
,,2017 - 2018,,,,"1,66,400.00","6,43,000.00",3.86,,,,,,,,,
,,2018 - 2019,,,,"1,62,000.00","5,05,000.00",3.12,,,,,,,,,
,,2019 - 2020,,,,"1,74,300.00","6,21,400.00",3.57,,,,,,,,,
,,2020 - 2021,,,,"1,76,200.00","7,05,900.00",4.01,,,,,,,,,
,,2021 - 2022,,,,"1,76,094.00","7,10,190.00",4.03,,,,,,,,,
,,2022 - 2023,,,,"1,79,300.00","7,80,650.00",4.35,,,,,,,,,
,11. Karnal,2013 - 2014,,,,"1,62,000.00","5,70,000.00",3.52,,,,,,,,,
,,2014 - 2015,,,,"1,72,000.00","5,56,000.00",3.23,,,,,,,,,
,,2015 - 2016,,,,"1,72,000.00","5,28,000.00",3.07,,,,,,,,,
,,2016 - 2017,,,,"1,75,000.00","5,55,000.00",3.17,,,,,,,,,
,,2017 - 2018,,,,"1,74,000.00","6,61,000.00",3.8,,,,,,,,,
,,2018 - 2019,,,,"1,75,000.00","5,86,000.00",3.35,,,,,,,,,
,,2019 - 2020,,,,"1,80,700.00","6,79,400.00",3.76,,,,,,,,,
,,2020 - 2021,,,,"1,77,500.00","7,89,500.00",4.45,,,,,,,,,
,,2021 - 2022,,,,"1,75,794.00","6,79,970.00",3.87,,,,,,,,,
,,2022 - 2023,,,,"1,81,090.00","7,18,890.00",3.97,,,,,,,,,
,12. Kurukshetra,2013 - 2014,,,,"1,18,000.00","4,89,000.00",4.14,,,,,,,,,
,,2014 - 2015,,,,"1,31,000.00","4,61,000.00",3.52,,,,,,,,,
,,2015 - 2016,,,,"1,20,000.00","4,41,000.00",3.68,,,,,,,,,
,,2016 - 2017,,,,"1,15,000.00","4,95,000.00",4.3,,,,,,,,,
,,2017 - 2018,,,,"1,20,800.00","5,05,000.00",4.18,,,,,,,,,
,,2018 - 2019,,,,"1,19,000.00","4,16,000.00",3.5,,,,,,,,,
,,2019 - 2020,,,,"1,21,000.00","5,42,400.00",4.48,,,,,,,,,
,,2020 - 2021,,,,"1,20,800.00","5,53,300.00",4.58,,,,,,,,,
,,2021 - 2022,,,,"1,24,572.00","5,93,830.00",4.77,,,,,,,,,
,,2022 - 2023,,,,"1,30,030.00","5,87,710.00",4.52,,,,,,,,,
,13. Mewat,2013 - 2014,,,,"5,000.00","16,000.00",3.2,,,,,,,,,
,,2014 - 2015,,,,"7,000.00","22,000.00",3.14,,,,,,,,,
,,2015 - 2016,,,,"7,000.00","21,000.00",3,,,,,,,,,
,,2016 - 2017,,,,"9,500.00","22,000.00",2.32,,,,,,,,,
,,2017 - 2018,,,,"11,200.00","32,400.00",2.89,,,,,,,,,
,,2018 - 2019,,,,"11,000.00","30,000.00",2.73,,,,,,,,,
,,2019 - 2020,,,,"10,600.00","26,600.00",2.51,,,,,,,,,
,,2020 - 2021,,,,"8,100.00","17,500.00",2.16,,,,,,,,,
,,2021 - 2022,,,,"8,264.00","21,020.00",2.54,,,,,,,,,
,,2022 - 2023,,,,"11,590.00","24,910.00",2.15,,,,,,,,,
,14. Palwal,2013 - 2014,,,,"34,000.00","88,000.00",2.59,,,,,,,,,
,,2014 - 2015,,,,"34,000.00","91,000.00",2.68,,,,,,,,,
,,2015 - 2016,,,,"34,000.00","77,000.00",2.26,,,,,,,,,
,,2016 - 2017,,,,"35,000.00","95,000.00",2.71,,,,,,,,,
,,2017 - 2018,,,,"35,800.00","96,800.00",2.7,,,,,,,,,
,,2018 - 2019,,,,"36,000.00","99,000.00",2.75,,,,,,,,,
,,2019 - 2020,,,,"37,300.00","1,09,000.00",2.92,,,,,,,,,
,,2020 - 2021,,,,"38,900.00","1,15,900.00",2.98,,,,,,,,,
,,2021 - 2022,,,,"34,230.00","96,870.00",2.83,,,,,,,,,
,,2022 - 2023,,,,"40,730.00","1,08,020.00",2.65,,,,,,,,,
,15. Panchkula,2013 - 2014,,,,"10,000.00","38,000.00",3.8,,,,,,,,,
,,2014 - 2015,,,,"10,000.00","29,000.00",2.9,,,,,,,,,
,,2015 - 2016,,,,"9,000.00","34,000.00",3.78,,,,,,,,,
,,2016 - 2017,,,,"9,100.00","32,000.00",3.52,,,,,,,,,
,,2017 - 2018,,,,"10,500.00","39,200.00",3.73,,,,,,,,,
,,2018 - 2019,,,,"11,000.00","43,000.00",3.91,,,,,,,,,
,,2019 - 2020,,,,"12,900.00","46,100.00",3.57,,,,,,,,,
,,2020 - 2021,,,,"13,700.00","49,000.00",3.58,,,,,,,,,
,,2021 - 2022,,,,"13,603.00","54,580.00",4.01,,,,,,,,,
,,2022 - 2023,,,,"13,270.00","34,310.00",2.59,,,,,,,,,
,16. Panipat,2013 - 2014,,,,"75,000.00","1,92,000.00",2.56,,,,,,,,,
,,2014 - 2015,,,,"54,000.00","1,32,000.00",2.44,,,,,,,,,
,,2015 - 2016,,,,"64,000.00","1,73,000.00",2.7,,,,,,,,,
,,2016 - 2017,,,,"76,000.00","1,98,000.00",2.61,,,,,,,,,
,,2017 - 2018,,,,"77,200.00","2,36,000.00",3.06,,,,,,,,,
,,2018 - 2019,,,,"75,000.00","2,12,000.00",2.83,,,,,,,,,
,,2019 - 2020,,,,"86,000.00","2,66,300.00",3.1,,,,,,,,,
,,2020 - 2021,,,,"84,800.00","2,69,700.00",3.18,,,,,,,,,
,,2021 - 2022,,,,"83,318.00","2,35,790.00",2.83,,,,,,,,,
,,2022 - 2023,,,,"80,090.00","2,45,150.00",3.06,,,,,,,,,
,17. Rewari,2013 - 2014,,,,"2,000.00","7,000.00",3.5,,,,,,,,,
,,2014 - 2015,,,,"2,000.00","6,000.00",3,,,,,,,,,
,,2015 - 2016,,,,"2,000.00","6,000.00",3,,,,,,,,,
,,2016 - 2017,,,,"2,000.00","4,000.00",2,,,,,,,,,
,,2017 - 2018,,,,"1,800.00","4,100.00",2.28,,,,,,,,,
,,2018 - 2019,,,,"2,000.00","5,000.00",2.5,,,,,,,,,
,,2019 - 2020,,,,"2,900.00","7,200.00",2.48,,,,,,,,,
,,2020 - 2021,,,,"1,400.00","4,000.00",2.86,,,,,,,,,
,,2021 - 2022,,,,931,"1,840.00",1.98,,,,,,,,,
,,2022 - 2023,,,,"2,070.00","5,070.00",2.45,,,,,,,,,
,18. Rohtak,2013 - 2014,,,,"43,000.00","84,000.00",1.95,,,,,,,,,
,,2014 - 2015,,,,"41,000.00","92,000.00",2.24,,,,,,,,,
,,2015 - 2016,,,,"44,000.00","92,000.00",2.09,,,,,,,,,
,,2016 - 2017,,,,"47,100.00","96,000.00",2.04,,,,,,,,,
,,2017 - 2018,,,,"48,900.00","1,28,400.00",2.63,,,,,,,,,
,,2018 - 2019,,,,"48,000.00","1,31,000.00",2.73,,,,,,,,,
,,2019 - 2020,,,,"67,000.00","1,63,900.00",2.45,,,,,,,,,
,,2020 - 2021,,,,"67,700.00","1,91,300.00",2.83,,,,,,,,,
,,2021 - 2022,,,,"67,080.00","1,91,180.00",2.85,,,,,,,,,
,,2022 - 2023,,,,"78,710.00","2,30,340.00",2.93,,,,,,,,,
,19. Sirsa,2013 - 2014,,,,"69,000.00","2,71,000.00",3.93,,,,,,,,,
,,2014 - 2015,,,,"82,000.00","2,99,000.00",3.65,,,,,,,,,
,,2015 - 2016,,,,"92,000.00","2,88,000.00",3.13,,,,,,,,,
,,2016 - 2017,,,,"85,500.00","3,13,000.00",3.66,,,,,,,,,
,,2017 - 2018,,,,"95,500.00","3,22,600.00",3.38,,,,,,,,,
,,2018 - 2019,,,,"97,000.00","3,21,000.00",3.31,,,,,,,,,
,,2019 - 2020,,,,"1,04,200.00","2,86,000.00",2.74,,,,,,,,,
,,2020 - 2021,,,,"1,00,300.00","3,60,700.00",3.6,,,,,,,,,
,,2021 - 2022,,,,"1,05,541.00","3,71,930.00",3.52,,,,,,,,,
,,2022 - 2023,,,,"1,12,520.00","3,94,910.00",3.51,,,,,,,,,
,20. Sonipat,2013 - 2014,,,,"1,00,000.00","2,48,000.00",2.48,,,,,,,,,
,,2014 - 2015,,,,"88,000.00","2,23,000.00",2.53,,,,,,,,,
,,2015 - 2016,,,,"1,07,000.00","2,82,000.00",2.64,,,,,,,,,
,,2016 - 2017,,,,"1,09,000.00","2,64,000.00",2.42,,,,,,,,,
,,2017 - 2018,,,,"1,07,700.00","2,74,200.00",2.55,,,,,,,,,
,,2018 - 2019,,,,"1,08,000.00","3,14,000.00",2.91,,,,,,,,,
,,2019 - 2020,,,,"1,16,100.00","3,11,500.00",2.68,,,,,,,,,
,,2020 - 2021,,,,"1,14,200.00","3,43,300.00",3.01,,,,,,,,,
,,2021 - 2022,,,,"1,14,109.00","3,05,360.00",2.68,,,,,,,,,
,,2022 - 2023,,,,"1,19,720.00","3,44,740.00",2.88,,,,,,,,,
,21. Yamunanagar,2013 - 2014,,,,"69,000.00","2,54,000.00",3.68,,,,,,,,,
,,2014 - 2015,,,,"70,000.00","2,66,000.00",3.8,,,,,,,,,
,,2015 - 2016,,,,"74,000.00","2,80,000.00",3.78,,,,,,,,,
,,2016 - 2017,,,,"75,000.00","2,95,000.00",3.93,,,,,,,,,
,,2017 - 2018,,,,"75,200.00","3,14,000.00",4.18,,,,,,,,,
,,2018 - 2019,,,,"78,000.00","2,75,000.00",3.53,,,,,,,,,
,,2019 - 2020,,,,"84,500.00","3,58,200.00",4.24,,,,,,,,,
,,2020 - 2021,,,,"87,600.00","3,82,600.00",4.37,,,,,,,,,
,,2021 - 2022,,,,"88,625.00","3,94,740.00",4.45,,,,,,,,,
,,2022 - 2023,,,,"86,630.00","2,95,350.00",3.41,,,,,,,,,
14. Himachal Pradesh,1. Bilaspur,2013 - 2014,,,,"1,459.00","3,034.00",2.08,,,,,,,,,
,,2014 - 2015,,,,"1,444.00","3,302.00",2.29,,,,,,,,,
,,2015 - 2016,,,,"1,429.00","2,970.00",2.08,,,,,,,,,
,,2016 - 2017,,,,"1,414.00","2,939.00",2.08,,,,,,,,,
,,2017 - 2018,,,,"1,428.00","2,985.00",2.09,,,,,,,,,
,,2018 - 2019,,,,"1,429.00","2,987.00",2.09,,,,,,,,,
,,2019 - 2020,,,,"1,440.00","2,851.00",1.98,,,,,,,,,
,,2020 - 2021,,,,934,"12,030.00",12.88,,,,,,,,,
,,2021 - 2022,,,,"1,090.00","2,060.00",1.89,,,,,,,,,
,,2022 - 2023,,,,725,"1,221.00",1.68,,,,,,,,,
,2. Chamba,2013 - 2014,,,,"2,544.00","3,062.00",1.2,,,,,,,,,
,,2014 - 2015,,,,"2,518.00","3,334.00",1.32,,,,,,,,,
